Year,Neighborhood,Category,Count
2003,Bayview Hunters Point,ASSAULT,787
2003,Bayview Hunters Point,LARCENY/THEFT,555
2003,Bayview Hunters Point,OTHER OFFENSES,1336
2003,Bayview Hunters Point,VEHICLE THEFT,693
2003,Bayview Hunters Point,WARRANTS,419
2004,Bayview Hunters Point,ASSAULT,720
2004,Bayview Hunters Point,DRUG/NARCOTIC,577
2004,Bayview Hunters Point,LARCENY/THEFT,460
2004,Bayview Hunters Point,OTHER OFFENSES,1280
2004,Bayview Hunters Point,VEHICLE THEFT,729
2005,Bayview Hunters Point,ASSAULT,591
2005,Bayview Hunters Point,DRUG/NARCOTIC,382
2005,Bayview Hunters Point,LARCENY/THEFT,468
2005,Bayview Hunters Point,OTHER OFFENSES,1082
2005,Bayview Hunters Point,VEHICLE THEFT,745
2006,Bayview Hunters Point,ASSAULT,685
2006,Bayview Hunters Point,DRUG/NARCOTIC,434
2006,Bayview Hunters Point,LARCENY/THEFT,462
2006,Bayview Hunters Point,OTHER OFFENSES,1221
2006,Bayview Hunters Point,VANDALISM,349
2007,Bayview Hunters Point,ASSAULT,656
2007,Bayview Hunters Point,DRUG/NARCOTIC,370
2007,Bayview Hunters Point,LARCENY/THEFT,452
2007,Bayview Hunters Point,OTHER OFFENSES,1131
2007,Bayview Hunters Point,VANDALISM,383
2008,Bayview Hunters Point,ASSAULT,656
2008,Bayview Hunters Point,LARCENY/THEFT,448
2008,Bayview Hunters Point,NON-CRIMINAL,303
2008,Bayview Hunters Point,OTHER OFFENSES,1246
2008,Bayview Hunters Point,VANDALISM,428
2009,Bayview Hunters Point,ASSAULT,717
2009,Bayview Hunters Point,DRUG/NARCOTIC,355
2009,Bayview Hunters Point,LARCENY/THEFT,434
2009,Bayview Hunters Point,OTHER OFFENSES,1382
2009,Bayview Hunters Point,VANDALISM,406
2010,Bayview Hunters Point,ASSAULT,677
2010,Bayview Hunters Point,LARCENY/THEFT,431
2010,Bayview Hunters Point,MISSING PERSON,320
2010,Bayview Hunters Point,OTHER OFFENSES,1204
2010,Bayview Hunters Point,VANDALISM,381
2011,Bayview Hunters Point,ASSAULT,769
2011,Bayview Hunters Point,LARCENY/THEFT,452
2011,Bayview Hunters Point,NON-CRIMINAL,365
2011,Bayview Hunters Point,OTHER OFFENSES,1231
2011,Bayview Hunters Point,SUSPICIOUS OCC,358
2012,Bayview Hunters Point,ASSAULT,697
2012,Bayview Hunters Point,DRUG/NARCOTIC,349
2012,Bayview Hunters Point,LARCENY/THEFT,509
2012,Bayview Hunters Point,NON-CRIMINAL,504
2012,Bayview Hunters Point,OTHER OFFENSES,1233
2013,Bayview Hunters Point,ASSAULT,725
2013,Bayview Hunters Point,LARCENY/THEFT,581
2013,Bayview Hunters Point,NON-CRIMINAL,673
2013,Bayview Hunters Point,OTHER OFFENSES,1134
2013,Bayview Hunters Point,VEHICLE THEFT,306
2014,Bayview Hunters Point,ASSAULT,734
2014,Bayview Hunters Point,NON-CRIMINAL,632
2014,Bayview Hunters Point,OTHER OFFENSES,1067
2014,Bayview Hunters Point,LARCENY/THEFT,452
2014,Bayview Hunters Point,VEHICLE THEFT,321
2015,Bayview Hunters Point,ASSAULT,632
2015,Bayview Hunters Point,LARCENY/THEFT,456
2015,Bayview Hunters Point,NON-CRIMINAL,572
2015,Bayview Hunters Point,OTHER OFFENSES,989
2015,Bayview Hunters Point,VEHICLE THEFT,298
2016,Bayview Hunters Point,ASSAULT,415
2016,Bayview Hunters Point,LARCENY/THEFT,329
2016,Bayview Hunters Point,NON-CRIMINAL,252
2016,Bayview Hunters Point,OTHER OFFENSES,520
2016,Bayview Hunters Point,VEHICLE THEFT,225
2017,Bayview Hunters Point,ASSAULT,572
2017,Bayview Hunters Point,LARCENY/THEFT,387
2017,Bayview Hunters Point,NON-CRIMINAL,320
2017,Bayview Hunters Point,OTHER OFFENSES,729
2017,Bayview Hunters Point,VEHICLE THEFT,291
2003,Bernal Heights,ASSAULT,255
2003,Bernal Heights,LARCENY/THEFT,243
2003,Bernal Heights,NON-CRIMINAL,149
2003,Bernal Heights,OTHER OFFENSES,296
2003,Bernal Heights,VEHICLE THEFT,283
2004,Bernal Heights,ASSAULT,239
2004,Bernal Heights,LARCENY/THEFT,222
2004,Bernal Heights,NON-CRIMINAL,168
2004,Bernal Heights,OTHER OFFENSES,293
2004,Bernal Heights,VEHICLE THEFT,424
2005,Bernal Heights,ASSAULT,189
2005,Bernal Heights,LARCENY/THEFT,201
2005,Bernal Heights,NON-CRIMINAL,147
2005,Bernal Heights,OTHER OFFENSES,290
2005,Bernal Heights,VEHICLE THEFT,353
2006,Bernal Heights,ASSAULT,174
2006,Bernal Heights,LARCENY/THEFT,194
2006,Bernal Heights,NON-CRIMINAL,170
2006,Bernal Heights,OTHER OFFENSES,313
2006,Bernal Heights,VEHICLE THEFT,160
2007,Bernal Heights,ASSAULT,218
2007,Bernal Heights,LARCENY/THEFT,204
2007,Bernal Heights,NON-CRIMINAL,136
2007,Bernal Heights,OTHER OFFENSES,359
2007,Bernal Heights,VEHICLE THEFT,135
2008,Bernal Heights,ASSAULT,192
2008,Bernal Heights,LARCENY/THEFT,228
2008,Bernal Heights,NON-CRIMINAL,132
2008,Bernal Heights,OTHER OFFENSES,371
2008,Bernal Heights,VEHICLE THEFT,111
2009,Bernal Heights,ASSAULT,202
2009,Bernal Heights,LARCENY/THEFT,205
2009,Bernal Heights,NON-CRIMINAL,130
2009,Bernal Heights,OTHER OFFENSES,342
2009,Bernal Heights,VANDALISM,132
2010,Bernal Heights,ASSAULT,199
2010,Bernal Heights,LARCENY/THEFT,257
2010,Bernal Heights,NON-CRIMINAL,153
2010,Bernal Heights,OTHER OFFENSES,287
2010,Bernal Heights,VANDALISM,146
2011,Bernal Heights,ASSAULT,180
2011,Bernal Heights,LARCENY/THEFT,247
2011,Bernal Heights,NON-CRIMINAL,161
2011,Bernal Heights,OTHER OFFENSES,312
2011,Bernal Heights,VEHICLE THEFT,110
2012,Bernal Heights,ASSAULT,189
2012,Bernal Heights,LARCENY/THEFT,339
2012,Bernal Heights,NON-CRIMINAL,151
2012,Bernal Heights,OTHER OFFENSES,266
2012,Bernal Heights,VEHICLE THEFT,187
2013,Bernal Heights,ASSAULT,197
2013,Bernal Heights,LARCENY/THEFT,391
2013,Bernal Heights,NON-CRIMINAL,198
2013,Bernal Heights,OTHER OFFENSES,301
2013,Bernal Heights,VEHICLE THEFT,164
2014,Bernal Heights,ASSAULT,234
2014,Bernal Heights,LARCENY/THEFT,198
2014,Bernal Heights,NON-CRIMINAL,123
2014,Bernal Heights,OTHER OFFENSES,354
2014,Bernal Heights,VANDALISM,122
2015,Bernal Heights,ASSAULT,132
2015,Bernal Heights,LARCENY/THEFT,201
2015,Bernal Heights,NON-CRIMINAL,123
2015,Bernal Heights,OTHER OFFENSES,198
2015,Bernal Heights,VEHICLE THEFT,89
2016,Bernal Heights,ASSAULT,108
2016,Bernal Heights,LARCENY/THEFT,188
2016,Bernal Heights,NON-CRIMINAL,106
2016,Bernal Heights,OTHER OFFENSES,128
2016,Bernal Heights,VEHICLE THEFT,81
2017,Bernal Heights,ASSAULT,147
2017,Bernal Heights,LARCENY/THEFT,184
2017,Bernal Heights,NON-CRIMINAL,141
2017,Bernal Heights,OTHER OFFENSES,207
2017,Bernal Heights,VEHICLE THEFT,96
2003,Haight Ashbury,DRUG/NARCOTIC,118
2003,Haight Ashbury,LARCENY/THEFT,262
2003,Haight Ashbury,NON-CRIMINAL,125
2003,Haight Ashbury,OTHER OFFENSES,174
2003,Haight Ashbury,VEHICLE THEFT,220
2004,Haight Ashbury,BURGLARY,129
2004,Haight Ashbury,LARCENY/THEFT,259
2004,Haight Ashbury,OTHER OFFENSES,160
2004,Haight Ashbury,VEHICLE THEFT,225
2004,Haight Ashbury,WARRANTS,130
2005,Haight Ashbury,ASSAULT,122
2005,Haight Ashbury,LARCENY/THEFT,217
2005,Haight Ashbury,NON-CRIMINAL,134
2005,Haight Ashbury,OTHER OFFENSES,193
2005,Haight Ashbury,VEHICLE THEFT,274
2006,Haight Ashbury,BURGLARY,128
2006,Haight Ashbury,DRUG/NARCOTIC,113
2006,Haight Ashbury,LARCENY/THEFT,246
2006,Haight Ashbury,NON-CRIMINAL,128
2006,Haight Ashbury,OTHER OFFENSES,214
2007,Haight Ashbury,DRUG/NARCOTIC,175
2007,Haight Ashbury,LARCENY/THEFT,209
2007,Haight Ashbury,NON-CRIMINAL,114
2007,Haight Ashbury,OTHER OFFENSES,286
2007,Haight Ashbury,WARRANTS,108
2008,Haight Ashbury,ASSAULT,108
2008,Haight Ashbury,DRUG/NARCOTIC,148
2008,Haight Ashbury,LARCENY/THEFT,229
2008,Haight Ashbury,NON-CRIMINAL,110
2008,Haight Ashbury,OTHER OFFENSES,262
2009,Haight Ashbury,ASSAULT,108
2009,Haight Ashbury,DRUG/NARCOTIC,178
2009,Haight Ashbury,LARCENY/THEFT,201
2009,Haight Ashbury,NON-CRIMINAL,156
2009,Haight Ashbury,OTHER OFFENSES,289
2010,Haight Ashbury,DRUG/NARCOTIC,166
2010,Haight Ashbury,LARCENY/THEFT,170
2010,Haight Ashbury,NON-CRIMINAL,151
2010,Haight Ashbury,OTHER OFFENSES,213
2010,Haight Ashbury,WARRANTS,117
2011,Haight Ashbury,DRUG/NARCOTIC,100
2011,Haight Ashbury,LARCENY/THEFT,232
2011,Haight Ashbury,NON-CRIMINAL,296
2011,Haight Ashbury,OTHER OFFENSES,194
2011,Haight Ashbury,WARRANTS,124
2012,Haight Ashbury,DRUG/NARCOTIC,137
2012,Haight Ashbury,LARCENY/THEFT,286
2012,Haight Ashbury,NON-CRIMINAL,416
2012,Haight Ashbury,OTHER OFFENSES,171
2012,Haight Ashbury,WARRANTS,131
2013,Haight Ashbury,LARCENY/THEFT,304
2013,Haight Ashbury,MISSING PERSON,103
2013,Haight Ashbury,NON-CRIMINAL,627
2013,Haight Ashbury,OTHER OFFENSES,236
2013,Haight Ashbury,WARRANTS,159
2014,Haight Ashbury,DRUG/NARCOTIC,143
2014,Haight Ashbury,LARCENY/THEFT,189
2014,Haight Ashbury,NON-CRIMINAL,135
2014,Haight Ashbury,OTHER OFFENSES,222
2014,Haight Ashbury,WARRANTS,101
2015,Haight Ashbury,ASSAULT,98
2015,Haight Ashbury,LARCENY/THEFT,202
2015,Haight Ashbury,NON-CRIMINAL,187
2015,Haight Ashbury,OTHER OFFENSES,111
2015,Haight Ashbury,VANDALISM,57
2016,Haight Ashbury,ASSAULT,50
2016,Haight Ashbury,LARCENY/THEFT,216
2016,Haight Ashbury,NON-CRIMINAL,157
2016,Haight Ashbury,OTHER OFFENSES,103
2016,Haight Ashbury,VEHICLE THEFT,54
2017,Haight Ashbury,ASSAULT,85
2017,Haight Ashbury,LARCENY/THEFT,231
2017,Haight Ashbury,NON-CRIMINAL,216
2017,Haight Ashbury,OTHER OFFENSES,118
2017,Haight Ashbury,VANDALISM,62
2003,Mission Bay,ASSAULT,49
2003,Mission Bay,LARCENY/THEFT,154
2003,Mission Bay,NON-CRIMINAL,51
2003,Mission Bay,OTHER OFFENSES,127
2003,Mission Bay,VEHICLE THEFT,82
2004,Mission Bay,ASSAULT,42
2004,Mission Bay,LARCENY/THEFT,142
2004,Mission Bay,NON-CRIMINAL,57
2004,Mission Bay,OTHER OFFENSES,166
2004,Mission Bay,VEHICLE THEFT,80
2005,Mission Bay,BURGLARY,42
2005,Mission Bay,LARCENY/THEFT,171
2005,Mission Bay,NON-CRIMINAL,41
2005,Mission Bay,OTHER OFFENSES,112
2005,Mission Bay,VEHICLE THEFT,102
2006,Mission Bay,ASSAULT,41
2006,Mission Bay,BURGLARY,43
2006,Mission Bay,LARCENY/THEFT,129
2006,Mission Bay,NON-CRIMINAL,69
2006,Mission Bay,OTHER OFFENSES,77
2007,Mission Bay,BURGLARY,41
2007,Mission Bay,LARCENY/THEFT,184
2007,Mission Bay,NON-CRIMINAL,58
2007,Mission Bay,OTHER OFFENSES,95
2007,Mission Bay,VANDALISM,41
2008,Mission Bay,ASSAULT,40
2008,Mission Bay,LARCENY/THEFT,182
2008,Mission Bay,NON-CRIMINAL,58
2008,Mission Bay,OTHER OFFENSES,62
2008,Mission Bay,VANDALISM,40
2009,Mission Bay,ASSAULT,52
2009,Mission Bay,LARCENY/THEFT,218
2009,Mission Bay,NON-CRIMINAL,50
2009,Mission Bay,OTHER OFFENSES,74
2009,Mission Bay,VEHICLE THEFT,39
2010,Mission Bay,ASSAULT,64
2010,Mission Bay,LARCENY/THEFT,228
2010,Mission Bay,NON-CRIMINAL,76
2010,Mission Bay,OTHER OFFENSES,107
2010,Mission Bay,VANDALISM,56
2011,Mission Bay,ASSAULT,56
2011,Mission Bay,LARCENY/THEFT,191
2011,Mission Bay,NON-CRIMINAL,82
2011,Mission Bay,OTHER OFFENSES,65
2011,Mission Bay,VANDALISM,34
2012,Mission Bay,ASSAULT,61
2012,Mission Bay,LARCENY/THEFT,284
2012,Mission Bay,NON-CRIMINAL,102
2012,Mission Bay,OTHER OFFENSES,59
2012,Mission Bay,VANDALISM,57
2013,Mission Bay,ASSAULT,56
2013,Mission Bay,LARCENY/THEFT,304
2013,Mission Bay,NON-CRIMINAL,126
2013,Mission Bay,OTHER OFFENSES,61
2013,Mission Bay,VANDALISM,54
2014,Mission Bay,ASSAULT,56
2014,Mission Bay,LARCENY/THEFT,178
2014,Mission Bay,NON-CRIMINAL,65
2014,Mission Bay,OTHER OFFENSES,61
2014,Mission Bay,VANDALISM,45
2015,Mission Bay,ASSAULT,72
2015,Mission Bay,LARCENY/THEFT,211
2015,Mission Bay,NON-CRIMINAL,101
2015,Mission Bay,OTHER OFFENSES,103
2015,Mission Bay,VANDALISM,55
2016,Mission Bay,ASSAULT,54
2016,Mission Bay,LARCENY/THEFT,222
2016,Mission Bay,NON-CRIMINAL,123
2016,Mission Bay,OTHER OFFENSES,83
2016,Mission Bay,VANDALISM,53
2017,Mission Bay,ASSAULT,61
2017,Mission Bay,LARCENY/THEFT,217
2017,Mission Bay,NON-CRIMINAL,112
2017,Mission Bay,OTHER OFFENSES,95
2017,Mission Bay,VANDALISM,46
2003,Castro/Upper Market,ASSAULT,185
2003,Castro/Upper Market,LARCENY/THEFT,471
2003,Castro/Upper Market,NON-CRIMINAL,222
2003,Castro/Upper Market,OTHER OFFENSES,250
2003,Castro/Upper Market,VEHICLE THEFT,342
2004,Castro/Upper Market,ASSAULT,176
2004,Castro/Upper Market,LARCENY/THEFT,446
2004,Castro/Upper Market,NON-CRIMINAL,199
2004,Castro/Upper Market,OTHER OFFENSES,214
2004,Castro/Upper Market,VEHICLE THEFT,419
2005,Castro/Upper Market,ASSAULT,169
2005,Castro/Upper Market,LARCENY/THEFT,440
2005,Castro/Upper Market,NON-CRIMINAL,249
2005,Castro/Upper Market,OTHER OFFENSES,199
2005,Castro/Upper Market,VEHICLE THEFT,377
2006,Castro/Upper Market,ASSAULT,199
2006,Castro/Upper Market,LARCENY/THEFT,502
2006,Castro/Upper Market,NON-CRIMINAL,240
2006,Castro/Upper Market,OTHER OFFENSES,177
2006,Castro/Upper Market,VEHICLE THEFT,190
2007,Castro/Upper Market,ASSAULT,172
2007,Castro/Upper Market,LARCENY/THEFT,429
2007,Castro/Upper Market,NON-CRIMINAL,231
2007,Castro/Upper Market,OTHER OFFENSES,184
2007,Castro/Upper Market,VANDALISM,133
2008,Castro/Upper Market,ASSAULT,188
2008,Castro/Upper Market,LARCENY/THEFT,484
2008,Castro/Upper Market,NON-CRIMINAL,228
2008,Castro/Upper Market,OTHER OFFENSES,226
2008,Castro/Upper Market,VEHICLE THEFT,137
2009,Castro/Upper Market,ASSAULT,203
2009,Castro/Upper Market,LARCENY/THEFT,512
2009,Castro/Upper Market,NON-CRIMINAL,229
2009,Castro/Upper Market,OTHER OFFENSES,283
2009,Castro/Upper Market,VANDALISM,127
2010,Castro/Upper Market,ASSAULT,205
2010,Castro/Upper Market,LARCENY/THEFT,541
2010,Castro/Upper Market,NON-CRIMINAL,220
2010,Castro/Upper Market,OTHER OFFENSES,254
2010,Castro/Upper Market,VANDALISM,133
2011,Castro/Upper Market,ASSAULT,170
2011,Castro/Upper Market,LARCENY/THEFT,572
2011,Castro/Upper Market,NON-CRIMINAL,351
2011,Castro/Upper Market,OTHER OFFENSES,252
2011,Castro/Upper Market,VANDALISM,142
2012,Castro/Upper Market,ASSAULT,198
2012,Castro/Upper Market,LARCENY/THEFT,684
2012,Castro/Upper Market,NON-CRIMINAL,372
2012,Castro/Upper Market,OTHER OFFENSES,228
2012,Castro/Upper Market,VANDALISM,203
2013,Castro/Upper Market,ASSAULT,246
2013,Castro/Upper Market,LARCENY/THEFT,842
2013,Castro/Upper Market,NON-CRIMINAL,488
2013,Castro/Upper Market,OTHER OFFENSES,292
2013,Castro/Upper Market,WARRANTS,156
2014,Castro/Upper Market,,
2014,Castro/Upper Market,,
2014,Castro/Upper Market,,
2014,Castro/Upper Market,,
2014,Castro/Upper Market,,
2015,Castro/Upper Market,ASSAULT,15
2015,Castro/Upper Market,LARCENY/THEFT,4
2015,Castro/Upper Market,NON-CRIMINAL,11
2015,Castro/Upper Market,VEHICLE THEFT,8
2015,Castro/Upper Market,WARRANTS,4
2016,Castro/Upper Market,ASSAULT,150
2016,Castro/Upper Market,LARCENY/THEFT,417
2016,Castro/Upper Market,NON-CRIMINAL,190
2016,Castro/Upper Market,OTHER OFFENSES,161
2016,Castro/Upper Market,VANDALISM,111
2017,Castro/Upper Market,ASSAULT,212
2017,Castro/Upper Market,LARCENY/THEFT,524
2017,Castro/Upper Market,NON-CRIMINAL,291
2017,Castro/Upper Market,OTHER OFFENSES,224
2017,Castro/Upper Market,VANDALISM,134
2003,Chinatown,ASSAULT,133
2003,Chinatown,LARCENY/THEFT,241
2003,Chinatown,NON-CRIMINAL,191
2003,Chinatown,OTHER OFFENSES,153
2003,Chinatown,VEHICLE THEFT,99
2004,Chinatown,ASSAULT,130
2004,Chinatown,BURGLARY,83
2004,Chinatown,LARCENY/THEFT,206
2004,Chinatown,NON-CRIMINAL,236
2004,Chinatown,OTHER OFFENSES,152
2005,Chinatown,ASSAULT,133
2005,Chinatown,LARCENY/THEFT,237
2005,Chinatown,NON-CRIMINAL,221
2005,Chinatown,OTHER OFFENSES,125
2005,Chinatown,VEHICLE THEFT,119
2006,Chinatown,ASSAULT,113
2006,Chinatown,LARCENY/THEFT,235
2006,Chinatown,NON-CRIMINAL,188
2006,Chinatown,OTHER OFFENSES,142
2006,Chinatown,VANDALISM,100
2007,Chinatown,ASSAULT,138
2007,Chinatown,LARCENY/THEFT,208
2007,Chinatown,NON-CRIMINAL,177
2007,Chinatown,OTHER OFFENSES,147
2007,Chinatown,VANDALISM,95
2008,Chinatown,ASSAULT,148
2008,Chinatown,BURGLARY,73
2008,Chinatown,LARCENY/THEFT,254
2008,Chinatown,NON-CRIMINAL,182
2008,Chinatown,OTHER OFFENSES,194
2009,Chinatown,ASSAULT,138
2009,Chinatown,LARCENY/THEFT,246
2009,Chinatown,NON-CRIMINAL,169
2009,Chinatown,OTHER OFFENSES,232
2009,Chinatown,VANDALISM,79
2010,Chinatown,ASSAULT,118
2010,Chinatown,LARCENY/THEFT,196
2010,Chinatown,NON-CRIMINAL,205
2010,Chinatown,OTHER OFFENSES,197
2010,Chinatown,VANDALISM,61
2011,Chinatown,ASSAULT,126
2011,Chinatown,LARCENY/THEFT,199
2011,Chinatown,NON-CRIMINAL,231
2011,Chinatown,OTHER OFFENSES,187
2011,Chinatown,VANDALISM,52
2012,Chinatown,ASSAULT,119
2012,Chinatown,LARCENY/THEFT,315
2012,Chinatown,NON-CRIMINAL,252
2012,Chinatown,OTHER OFFENSES,165
2012,Chinatown,VANDALISM,87
2013,Chinatown,ASSAULT,130
2013,Chinatown,LARCENY/THEFT,350
2013,Chinatown,NON-CRIMINAL,269
2013,Chinatown,OTHER OFFENSES,158
2013,Chinatown,VANDALISM,102
2014,Chinatown,ASSAULT,1
2014,Chinatown,,
2014,Chinatown,,
2014,Chinatown,NON-CRIMINAL,1
2014,Chinatown,ROBBERY,1
2015,Chinatown,ASSAULT,10
2015,Chinatown,LARCENY/THEFT,6
2015,Chinatown,NON-CRIMINAL,8
2015,Chinatown,OTHER OFFENSES,2
2015,Chinatown,VEHICLE THEFT,2
2016,Chinatown,ASSAULT,72
2016,Chinatown,LARCENY/THEFT,331
2016,Chinatown,NON-CRIMINAL,184
2016,Chinatown,OTHER OFFENSES,92
2016,Chinatown,VANDALISM,59
2017,Chinatown,ASSAULT,115
2017,Chinatown,LARCENY/THEFT,280
2017,Chinatown,NON-CRIMINAL,192
2017,Chinatown,OTHER OFFENSES,100
2017,Chinatown,VANDALISM,92
2003,Excelsior,ASSAULT,228
2003,Excelsior,LARCENY/THEFT,147
2003,Excelsior,NON-CRIMINAL,177
2003,Excelsior,OTHER OFFENSES,247
2003,Excelsior,VEHICLE THEFT,331
2004,Excelsior,ASSAULT,187
2004,Excelsior,LARCENY/THEFT,123
2004,Excelsior,NON-CRIMINAL,146
2004,Excelsior,OTHER OFFENSES,285
2004,Excelsior,VEHICLE THEFT,440
2005,Excelsior,ASSAULT,181
2005,Excelsior,LARCENY/THEFT,131
2005,Excelsior,NON-CRIMINAL,137
2005,Excelsior,OTHER OFFENSES,241
2005,Excelsior,VEHICLE THEFT,428
2006,Excelsior,ASSAULT,192
2006,Excelsior,LARCENY/THEFT,147
2006,Excelsior,NON-CRIMINAL,127
2006,Excelsior,OTHER OFFENSES,271
2006,Excelsior,VEHICLE THEFT,189
2007,Excelsior,ASSAULT,196
2007,Excelsior,LARCENY/THEFT,125
2007,Excelsior,NON-CRIMINAL,118
2007,Excelsior,OTHER OFFENSES,322
2007,Excelsior,VEHICLE THEFT,167
2008,Excelsior,ASSAULT,211
2008,Excelsior,LARCENY/THEFT,123
2008,Excelsior,NON-CRIMINAL,111
2008,Excelsior,OTHER OFFENSES,398
2008,Excelsior,VEHICLE THEFT,138
2009,Excelsior,ASSAULT,203
2009,Excelsior,LARCENY/THEFT,130
2009,Excelsior,NON-CRIMINAL,114
2009,Excelsior,OTHER OFFENSES,310
2009,Excelsior,VEHICLE THEFT,127
2010,Excelsior,ASSAULT,177
2010,Excelsior,LARCENY/THEFT,151
2010,Excelsior,OTHER OFFENSES,371
2010,Excelsior,VANDALISM,126
2010,Excelsior,VEHICLE THEFT,130
2011,Excelsior,ASSAULT,167
2011,Excelsior,LARCENY/THEFT,140
2011,Excelsior,NON-CRIMINAL,123
2011,Excelsior,OTHER OFFENSES,314
2011,Excelsior,VEHICLE THEFT,130
2012,Excelsior,ASSAULT,181
2012,Excelsior,LARCENY/THEFT,183
2012,Excelsior,NON-CRIMINAL,156
2012,Excelsior,OTHER OFFENSES,280
2012,Excelsior,VEHICLE THEFT,228
2013,Excelsior,ASSAULT,173
2013,Excelsior,LARCENY/THEFT,194
2013,Excelsior,NON-CRIMINAL,163
2013,Excelsior,OTHER OFFENSES,352
2013,Excelsior,VEHICLE THEFT,235
2014,Excelsior,,
2014,Excelsior,,
2014,Excelsior,,
2014,Excelsior,,
2014,Excelsior,ASSAULT,1
2015,Excelsior,ASSAULT,3
2015,Excelsior,BURGLARY,3
2015,Excelsior,LARCENY/THEFT,6
2015,Excelsior,OTHER OFFENSES,10
2015,Excelsior,VEHICLE THEFT,8
2016,Excelsior,ASSAULT,116
2016,Excelsior,LARCENY/THEFT,101
2016,Excelsior,NON-CRIMINAL,86
2016,Excelsior,OTHER OFFENSES,130
2016,Excelsior,VEHICLE THEFT,68
2017,Excelsior,ASSAULT,169
2017,Excelsior,LARCENY/THEFT,107
2017,Excelsior,NON-CRIMINAL,107
2017,Excelsior,OTHER OFFENSES,203
2017,Excelsior,VANDALISM,72
2003,Financial District/South Beach,ASSAULT,332
2003,Financial District/South Beach,LARCENY/THEFT,2018
2003,Financial District/South Beach,NON-CRIMINAL,486
2003,Financial District/South Beach,OTHER OFFENSES,588
2003,Financial District/South Beach,VEHICLE THEFT,338
2004,Financial District/South Beach,BURGLARY,332
2004,Financial District/South Beach,LARCENY/THEFT,1879
2004,Financial District/South Beach,NON-CRIMINAL,543
2004,Financial District/South Beach,OTHER OFFENSES,404
2004,Financial District/South Beach,VEHICLE THEFT,364
2005,Financial District/South Beach,ASSAULT,309
2005,Financial District/South Beach,BURGLARY,342
2005,Financial District/South Beach,LARCENY/THEFT,1760
2005,Financial District/South Beach,NON-CRIMINAL,556
2005,Financial District/South Beach,OTHER OFFENSES,342
2006,Financial District/South Beach,ASSAULT,314
2006,Financial District/South Beach,BURGLARY,378
2006,Financial District/South Beach,LARCENY/THEFT,1870
2006,Financial District/South Beach,NON-CRIMINAL,494
2006,Financial District/South Beach,OTHER OFFENSES,332
2007,Financial District/South Beach,ASSAULT,325
2007,Financial District/South Beach,BURGLARY,308
2007,Financial District/South Beach,LARCENY/THEFT,1875
2007,Financial District/South Beach,NON-CRIMINAL,486
2007,Financial District/South Beach,OTHER OFFENSES,343
2008,Financial District/South Beach,ASSAULT,354
2008,Financial District/South Beach,BURGLARY,304
2008,Financial District/South Beach,LARCENY/THEFT,2053
2008,Financial District/South Beach,NON-CRIMINAL,478
2008,Financial District/South Beach,OTHER OFFENSES,475
2009,Financial District/South Beach,ASSAULT,314
2009,Financial District/South Beach,BURGLARY,280
2009,Financial District/South Beach,LARCENY/THEFT,2000
2009,Financial District/South Beach,NON-CRIMINAL,481
2009,Financial District/South Beach,OTHER OFFENSES,576
2010,Financial District/South Beach,ASSAULT,315
2010,Financial District/South Beach,LARCENY/THEFT,1937
2010,Financial District/South Beach,NON-CRIMINAL,560
2010,Financial District/South Beach,OTHER OFFENSES,630
2010,Financial District/South Beach,VANDALISM,276
2011,Financial District/South Beach,ASSAULT,375
2011,Financial District/South Beach,BURGLARY,240
2011,Financial District/South Beach,LARCENY/THEFT,2057
2011,Financial District/South Beach,NON-CRIMINAL,666
2011,Financial District/South Beach,OTHER OFFENSES,669
2012,Financial District/South Beach,ASSAULT,346
2012,Financial District/South Beach,LARCENY/THEFT,2327
2012,Financial District/South Beach,NON-CRIMINAL,684
2012,Financial District/South Beach,OTHER OFFENSES,717
2012,Financial District/South Beach,VANDALISM,265
2013,Financial District/South Beach,ASSAULT,355
2013,Financial District/South Beach,BURGLARY,338
2013,Financial District/South Beach,LARCENY/THEFT,2610
2013,Financial District/South Beach,NON-CRIMINAL,833
2013,Financial District/South Beach,OTHER OFFENSES,593
2014,Financial District/South Beach,,
2014,Financial District/South Beach,,
2014,Financial District/South Beach,,
2014,Financial District/South Beach,,
2014,Financial District/South Beach,,
2015,Financial District/South Beach,ASSAULT,21
2015,Financial District/South Beach,BURGLARY,9
2015,Financial District/South Beach,LARCENY/THEFT,52
2015,Financial District/South Beach,NON-CRIMINAL,27
2015,Financial District/South Beach,OTHER OFFENSES,22
2016,Financial District/South Beach,ASSAULT,259
2016,Financial District/South Beach,LARCENY/THEFT,1620
2016,Financial District/South Beach,NON-CRIMINAL,495
2016,Financial District/South Beach,OTHER OFFENSES,394
2016,Financial District/South Beach,VANDALISM,212
2017,Financial District/South Beach,ASSAULT,354
2017,Financial District/South Beach,LARCENY/THEFT,1596
2017,Financial District/South Beach,NON-CRIMINAL,555
2017,Financial District/South Beach,OTHER OFFENSES,392
2017,Financial District/South Beach,VANDALISM,264
2003,Hayes Valley,ASSAULT,199
2003,Hayes Valley,LARCENY/THEFT,479
2003,Hayes Valley,NON-CRIMINAL,153
2003,Hayes Valley,OTHER OFFENSES,264
2003,Hayes Valley,VEHICLE THEFT,272
2004,Hayes Valley,ASSAULT,197
2004,Hayes Valley,LARCENY/THEFT,476
2004,Hayes Valley,NON-CRIMINAL,158
